"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-05",,,,,,"54","63","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-06",,,,,,"47","56","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-07",,,,,,"51","60","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-08",,,,,,"45","51","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-09",,,,,,"42","50","33",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-10",,,,,,"38","40","33",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-11",,,,,,"45","55","35",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-12",,,,,,"55","64","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-13",,,,,,"54","62","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-14",,,,,,"44","51","34",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-15",,,,,,"39","48","32",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-16",,,,,,"46","53","38",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-17",,,,,,"49","56","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-18",,,,,,"46","48","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-19",,,,,,"49","56","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-20",,,,,,"47","55","38",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-21",,,,,,"53","62","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-22",,,,,,"52","61","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-23",,,,,,"53","63","43",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-24",,,,,,"55","63","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-25",,,,,,"53","61","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-26",,,,,,"57","67","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-27",,,,,,"62","72","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-28",,,,,,"64","74","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-29",,,,,,"60","67","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-30",,,,,,"60","72","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-03-31",,,,,,"67","77","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-01",,,,,,"69","78","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-02",,,,,,"68","77","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-03",,,,,,"61","69","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-04",,,,,,"54","66","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-05",,,,,,"56","66","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-06",,,,,,"61","73","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-07",,,,,,"59","69","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-08",,,,,,"59","70","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-09",,,,,,"63","73","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-10",,,,,,"62","74","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-11",,,,,,"67","78","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-12",,,,,,"68","78","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-13",,,,,,"60","71","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-14",,,,,,"58","69","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-15",,,,,,"60","70","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-16",,,,,,"67","78","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-17",,,,,,"70","80","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-18",,,,,,"74","84","66",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-19",,,,,,"72","82","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-20",,,,,,"63","73","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-21",,,,,,"66","78","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-22",,,,,,"64","74","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-23",,,,,,"60","71","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2021-04-24",,,,,,"54","61","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-01",,,,,,"41","51","36",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-02",,,,,,"42","48","36",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-03",,,,,,"44","45","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-04",,,,,,"47","50","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-05",,,,,,"51","56","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-06",,,,,,"48","54","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-07",,,,,,"45","47","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-08",,,,,,"49","55","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-09",,,,,,"49","57","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-10",,,,,,"56","64","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-11",,,,,,"56","63","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-12",,,,,,"54","63","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-13",,,,,,"54","62","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-14",,,,,,"59","71","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-15",,,,,,"57","64","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-16",,,,,,"53","60","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-17",,,,,,"54","61","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-18",,,,,,"51","58","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-19",,,,,,"56","65","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-20",,,,,,"56","62","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-21",,,,,,"56","64","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-22",,,,,,"58","69","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-23",,,,,,"59","66","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-24",,,,,,"52","58","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-25",,,,,,"56","66","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-26",,,,,,"55","62","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-27",,,,,,"58","66","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-28",,,,,,"55","64","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-29",,,,,,"54","62","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-30",,,,,,"51","58","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-01-31",,,,,,"52","61","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-01",,,,,,"48","56","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-02",,,,,,"49","56","41",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-03",,,,,,"55","64","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-04",,,,,,"54","63","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-05",,,,,,"60","69","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-06",,,,,,"63","72","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-07",,,,,,"60","70","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-08",,,,,,"69","77","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-09",,,,,,"69","78","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-10",,,,,,"69","80","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-11",,,,,,"69","78","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-12",,,,,,"67","75","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-13",,,,,,"65","75","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-14",,,,,,"56","65","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-15",,,,,,"49","61","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-16",,,,,,"57","71","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-17",,,,,,"56","65","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-18",,,,,,"57","67","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-19",,,,,,"60","68","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-20",,,,,,"55","62","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-21",,,,,,"44","53","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-22",,,,,,"40","48","34",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-23",,,,,,"40","50","32",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-24",,,,,,"44","53","35",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-25",,,,,,"49","58","41",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-26",,,,,,"49","55","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-27",,,,,,"56","66","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-02-28",,,,,,"62","71","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-01",,,,,,"62","71","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-02",,,,,,"62","70","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-03",,,,,,"53","57","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-04",,,,,,"47","60","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-05",,,,,,"42","53","34",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-06",,,,,,"51","59","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-07",,,,,,"55","65","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-08",,,,,,"61","69","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-09",,,,,,"57","66","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-10",,,,,,"53","64","43",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-11",,,,,,"58","67","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-12",,,,,,"58","66","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-13",,,,,,"52","60","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-14",,,,,,"58","66","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-15",,,,,,"54","61","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-16",,,,,,"59","68","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-17",,,,,,"59","66","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-18",,,,,,"60","69","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-19",,,,,,"52","58","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-20",,,,,,"54","66","41",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-21",,,,,,"65","76","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-22",,,,,,"71","82","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-23",,,,,,"71","79","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-24",,,,,,"71","80","64",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-25",,,,,,"68","77","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-26",,,,,,"67","77","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-27",,,,,,"60","69","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-28",,,,,,"51","58","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-29",,,,,,"58","71","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-30",,,,,,"53","59","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-03-31",,,,,,"59","71","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-01",,,,,,"64","74","56",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-02",,,,,,"66","76","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-03",,,,,,"66","75","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-04",,,,,,"58","67","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-05",,,,,,"58","69","43",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-06",,,,,,"72","84","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-07",,,,,,"75","87","64",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-08",,,,,,"74","83","64",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-09",,,,,,"60","69","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-10",,,,,,"57","66","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-11",,,,,,"46","52","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-12",,,,,,"45","55","36",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-13",,,,,,"46","56","37",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-14",,,,,,"45","48","40",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-15",,,,,,"51","57","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-16",,,,,,"51","58","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-17",,,,,,"56","67","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-18",,,,,,"54","61","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-19",,,,,,"53","61","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-20",,,,,,"49","53","46",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-21",,,,,,"49","57","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-22",,,,,,"51","61","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-23",,,,,,"61","70","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-24",,,,,,"67","76","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-25",,,,,,"66","75","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-26",,,,,,"64","73","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-27",,,,,,"60","69","48",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-28",,,,,,"55","66","44",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-29",,,,,,"63","74","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-04-30",,,,,,"65","74","55",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-01",,,,,,"63","75","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-02",,,,,,"59","66","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-03",,,,,,"64","77","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-04",,,,,,"74","82","66",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-05",,,,,,"64","69","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-06",,,,,,"61","70","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-07",,,,,,"57","69","47",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-08",,,,,,"48","57","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-09",,,,,,"45","55","39",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-10",,,,,,"44","57","36",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-11",,,,,,"54","65","42",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-12",,,,,,"57","65","45",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-13",,,,,,"65","75","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-14",,,,,,"74","85","61",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-15",,,,,,"76","85","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-16",,,,,,"69","78","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-17",,,,,,"74","87","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-18",,,,,,"80","90","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-19",,,,,,"72","81","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-20",,,,,,"65","75","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-21",,,,,,"72","82","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-22",,,,,,"74","85","64",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-23",,,,,,"78","88","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-24",,,,,,"82","93","70",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-25",,,,,,"85","95","76",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-26",,,,,,"76","83","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-27",,,,,,"66","77","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-28",,,,,,"62","70","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-29",,,,,,"62","73","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-30",,,,,,"65","75","50",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-05-31",,,,,,"71","81","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-01",,,,,,"77","87","67",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-02",,,,,,"77","87","68",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-03",,,,,,"71","80","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-04",,,,,,"61","69","52",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-05",,,,,,"62","71","53",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-06",,,,,,"71","82","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-07",,,,,,"78","88","67",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-08",,,,,,"78","87","67",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-09",,,,,,"83","94","70",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-10",,,,,,"86","97","75",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-11",,,,,,"83","91","72",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-12",,,,,,"70","76","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-13",,,,,,"66","76","54",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-14",,,,,,"73","85","59",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-15",,,,,,"80","90","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-16",,,,,,"72","82","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-17",,,,,,"58","70","49",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-18",,,,,,"60","73","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-19",,,,,,"70","82","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-20",,,,,,"77","87","66",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-21",,,,,,"87","97","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-22",,,,,,"89","96","80",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-23",,,,,,"85","95","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-24",,,,,,"86","97","76",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-25",,,,,,"87","98","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-26",,,,,,"87","98","76",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-27",,,,,,"87","98","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-28",,,,,,"86","96","76",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-29",,,,,,"81","92","71",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-06-30",,,,,,"76","89","63",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-01",,,,,,"77","89","64",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-02",,,,,,"72","83","57",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-03",,,,,,"64","74","51",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-04",,,,,,"68","79","55",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-05",,,,,,"73","84","66",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-06",,,,,,"71","82","60",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-07",,,,,,"73","86","58",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-08",,,,,,"80","91","70",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-09",,,,,,"80","91","65",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-10",,,,,,"86","100","70",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-11",,,,,,"89","100","80",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-12",,,,,,"88","99","80",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-13",,,,,,"81","91","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-14",,,,,,"84","96","72",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-15",,,,,,"85","97","73",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-16",,,,,,"89","101","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-17",,,,,,"89","99","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-18",,,,,,"88","99","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-19",,,,,,"87","98","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-20",,,,,,"88","100","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-21",,,,,,"88","99","80",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-22",,,,,,"85","97","75",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-23",,,,,,"85","98","72",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-24",,,,,,"86","98","75",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-25",,,,,,"86","99","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-26",,,,,,"83","94","68",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-27",,,,,,"85","98","73",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-28",,,,,,"86","98","73",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-29",,,,,,"85","99","71",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-30",,,,,,"83","96","71",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-07-31",,,,,,"81","91","73",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-01",,,,,,"75","79","71",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-02",,,,,,"87","98","76",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-03",,,,,,"88","100","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-04",,,,,,"89","99","76",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-05",,,,,,"80","89","72",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-06",,,,,,"79","91","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-07",,,,,,"81","92","72",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-08",,,,,,"81","93","68",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-09",,,,,,"78","89","68",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-10",,,,,,"76","89","62",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-11",,,,,,"80","91","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-12",,,,,,"80","92","66",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-13",,,,,,"82","95","71",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-14",,,,,,"85","98","74",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-15",,,,,,"87","99","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-16",,,,,,"91","103","80",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-17",,,,,,"91","102","81",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-18",,,,,,"91","102","83",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-19",,,,,,"89","100","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-20",,,,,,"89","101","77",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-21",,,,,,"87","98","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-22",,,,,,"83","96","69",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-23",,,,,,"85","99","72",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-24",,,,,,"88","99","78",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-25",,,,,,"84","94","76",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-26",,,,,,"83","95","71",
"USR0000CCOH","COHASSET CALIFORNIA, CA US","2022-08-27",,,,,,"82","94","73",
