"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-10","0.00",,,"100","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-11","0.00",,,"94","57",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-12","0.00",,,"92","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-13","0.00",,,"84","57",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-14","0.00",,,"86","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-15","0.00",,,"90","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-16","0.00",,,"90","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-17","0.00",,,"92","55",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-18","0.00",,,"93","58",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-19","0.00",,,"94","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-20","0.00",,,"93","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-21","0.00",,,"92","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-22","0.00",,,"96","57",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-23","0.00",,,"98","58",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-24","0.00",,,"98","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-25","0.00",,,"96","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-26","0.00",,,"98","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-27","0.00",,,"99","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-28","0.00",,,"101","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-29","0.00",,,"96","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-30","0.00",,,"97","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-07-31","0.00",,,"103","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-01","0.00",,,"101","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-02","0.00",,,"100","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-03","0.00",,,"101","59",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-04","0.00",,,"97","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-05","0.00",,,"97","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-06","0.00",,,"106","55",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-07","0.00",,,"104","59",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-08","0.00",,,"96","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-09","0.00",,,"100","58",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-10","0.00",,,"105","64",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-11","0.00",,,"106","64",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-12","0.00",,,"108","65",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-13","0.00",,,"108","65",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-14","0.00",,,"111","67",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-15","0.00",,,"109","67",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-16","0.00",,,"108","68",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-17","0.00",,,"100","60",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-18","0.00",,,"98","55",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-19","0.00",,,"89","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-20","0.00",,,"91","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-21","0.00",,,"95","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-22","0.00",,,"93","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-23","0.00",,,"92","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-24","0.00",,,"93","55",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-25","0.07",,,"83","58",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-26","0.00",,,"83","58",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-27","0.00",,,"85","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-28","0.00",,,"92","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-29","0.00",,,"94","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-30","0.00",,,"100","55",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-08-31","0.00",,,"103","60",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-01","0.00",,,"101","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-02","0.00",,,"101","62",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-03","0.00",,,"98","61",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-04","0.00",,,"90","57",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-05","0.00",,,"87","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-06","0.00",,,"84","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-07","0.00",,,"82","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-08","0.00",,,"78","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-09","0.00",,,"80","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-10","0.00",,,"87","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-11","0.00",,,"91","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-12","0.00",,,"84","62",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-13","0.00",,,"84","62",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-14","0.00",,,"87","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-15","0.00",,,"97","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-16","0.00",,,"97","57",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-17","0.00",,,"88","60",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-18","0.00",,,"84","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-19","0.00",,,"84","53",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-20","0.00",,,"82","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-21","0.00",,,"84","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-22","0.00",,,"82","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-23","0.00",,,"75","58",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-24","0.00",,,"74","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-25","0.00",,,"76","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-26","0.00",,,"85","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-27","0.00",,,"93","57",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-28","0.00",,,"98","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-29","0.00",,,"96","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-09-30","0.00",,,"84","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-01","0.00",,,"78","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-02","0.00",,,"84","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-03","0.00",,,"87","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-04","0.00",,,"87","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-05","0.00",,,"87","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-06","0.77",,,"70","56",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-07","0.00",,,"68","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-08","0.00",,,"68","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-09","0.55",,,"62","58",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-10","0.00",,,"68","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-11","0.33",,,"64","54",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-12","0.00",,,"65","33",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-13","0.00",,,"68","33",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-14","0.00",,,"70","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-15","0.00",,,"72","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-16","0.00",,,"68","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-17","0.00",,,"60","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-18","0.18",,,"63","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-19","0.05",,,"64","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-20","0.00",,,"67","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-21","0.02",,,"62","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-22","0.00",,,"69","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-23","0.00",,,"82","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-24","0.00",,,"80","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-25","0.00",,,"80","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-26","0.00",,,"80","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-27","0.00",,,"77","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-28","0.00",,,"79","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-29","0.00",,,"74","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-30","0.00",,,"78","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-10-31","0.00",,,"69","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-01","0.00",,,"70","29",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-02","0.00",,,"72","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-03","0.00",,,"70","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-04","0.00",,,"68","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-05","0.00",,,"65","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-06","0.00",,,"63","29",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-07","0.09",,,"55","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-08","0.00",,,"58","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-09","0.00",,,"65","29",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-10","0.50",,,"55","33",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-11","1.05",,,"52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-12","1.53",,,"60","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-13","0.00",,,"52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-14","0.00",,,"62","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-15","0.90",,,"55","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-16","0.73",,,"60","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-17","0.28",,,"60","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-18","3.82",,,"64","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-19","0.59",,,"64","55",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-20","0.00",,,"62","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-21","0.38",,,"55","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-22","0.04",,,"61","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-23","0.00",,,"62","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-24","0.00",,,"60","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-25","0.00",,,"55","39",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-26","0.77",,,"56","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-27","0.00",,,"61","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-28","0.00",,,"60","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-29","0.00",,,"63","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-11-30","0.00",,,"62","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-01","0.28",,,"56","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-02","0.70",,,"61","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-03","0.00",,,"56","33",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-04","0.30",,,"57","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-05","0.00",,,"55","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-06","0.00",,,"51","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-07","0.90",,,"51","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-08","0.30",,,"53","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-09","0.56",,,"50","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-10","0.00",,,"52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-11","0.29",,,"57","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-12","0.00",,,"51","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-13","0.00",,,"49","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-14","0.00",,,"57","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-15","0.00",,,"53","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-16","0.00",,,"55","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-17","0.00",,,"55","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-18","0.63",,,"51","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-19","1.93",,,"51","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-20","0.00",,,"52","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-21","0.25",,,"42","33",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-22","0.09",,,"47","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-23","0.54",,,"47","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-24","0.30",,,"56","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-25","0.00",,,"54","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-26","0.00",,,"58","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1920-12-27","0.00",,,"57","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-01","0.00",,,"55","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-02","0.00",,,"55","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-03","0.00",,,"52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-04","0.01",,,"57","49",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-05","0.09",,,"55","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-06","0.00",,,"50","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-07","0.00",,,"50","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-08","0.00",,,"52","31",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-09","0.00",,,"54","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-10","0.00",,,"52","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-11","0.00",,,"49","25",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-12","0.02",,,"45","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-13","0.00",,,"53","31",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-14","0.00",,,"50","33",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-15","0.00",,,"57","28",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-16","0.21",,,"53","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-17","2.29",,,"52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-18","1.24",,,"51","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-19","0.45",,,"52","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-20","0.01",,,"51","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-21","0.00",,,"56","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-22","0.00",,,"57","27",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-23","0.00",,,"52","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-24","1.15",,,"50","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-25","0.02",,,"54","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-26","0.32",,,"54","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-27","0.47",,,"56","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-28","0.01",,,"52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-29","0.45",,,"51","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-30","1.17",,,"55","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-01-31","0.00",,,"51","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-01","0.00",,,"57","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-02","0.05",,,"56","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-03","0.00",,,"59","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-04","0.07",,,"52","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-05","0.00",,,"56","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-06","0.00",,,"55","29",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-07","0.00",,,"60","28",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-08","0.00",,,"57","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-09","0.00",,,"62","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-10","0.00",,,"65","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-11","0.00",,,"68","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-12","0.00",,,"65","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-13","0.00",,,"61","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-14","1.51",,,"54","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-15","0.00",,,"50","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-16","0.00",,,"52","27",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-17","0.00",,,"59","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-18","0.00",,,"57","31",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-19","0.00",,,"59","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-20","0.00",,,"57","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-21","0.21",,,"60","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-22","0.00",,,"64","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-23","0.00",,,"67","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-24","0.00",,,"67","35",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-25","0.00",,,"69","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-26","0.00",,,"72","39",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-27","0.00",,,"70","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-02-28","0.00",,,"73","37",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-01","0.00",,,"69","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-02","0.00",,,"73","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-03","0.00",,,"70","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-04","0.07",,,"63","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-05","0.27",,,"63","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-06","0.00",,,"66","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-07","0.00",,,"60","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-08","0.00",,,"67","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-09","0.00",,,"68","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-10","0.00",,,"66","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-11","0.00",,,"57","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-12","0.06",,,"54","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-13","0.43",,,"59","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-14","0.29",,,"63","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-15","0.00",,,"65","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-16","0.00",,,"69","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-17","0.00",,,"69","51",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-18","0.00",,,"65","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-19","0.00",,,"63","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-20","0.00",,,"62","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-21","0.71",,,"52","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-22","0.37",,,"57","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-23","0.03",,,"59","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-24","0.01",,,"64","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-25","0.00",,,"65","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-26","0.00",,,"65","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-27","0.00",,,"72","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-28","0.00",,,"76","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-29","0.00",,,"74","43",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-30","0.00",,,"77","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-03-31","0.00",,,"75","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-01","0.00",,,"81","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-02","0.00",,,"76","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-03","0.07",,,"71","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-04","0.00",,,"63","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-05","0.00",,,"65","28",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-06","0.00",,,"70","29",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-07","0.00",,,"69","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-08","0.00",,,"75","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-09","0.00",,,"75","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-10","0.00",,,"70","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-11","0.00",,,"75","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-12","0.00",,,"70","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-13","0.04",,,"62","38",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-14","0.00",,,"63","30",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-15","0.00",,,"62","31",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-16","0.02",,,"63","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-17","0.40",,,"61","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-18","0.00",,,"66","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-19","0.00",,,"66","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-20","0.00",,,"75","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-21","0.00",,,"88","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-22","0.00",,,"80","48",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-23","0.00",,,"73","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-24","0.00",,,"66","41",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-25","0.00",,,"70","32",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-26","0.00",,,"81","36",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-27","0.00",,,"89","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-28","0.00",,,"91","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-29","0.00",,,"90","60",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-04-30","0.00",,,"82","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-01","0.15",,,"73","46",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-02","0.00",,,"65","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-03","0.00",,,"67","34",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-04","0.00",,,"69","40",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-05","0.00",,,"77","42",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-06","0.45",,,"72","50",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-07","0.00",,,"71","52",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-08","0.00",,,"76","45",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-09","0.00",,,"76","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-10","0.00",,,"81","44",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-11","0.00",,,"91","47",
"USC00041715","CHICO UNIVERSITY FARM, CA US","1921-05-12","0.00",,,"92","48",
